datetime,weather,temperature(C),feel_like(C),wind_speed(km/h),wind_direction,wind_gust(km/h),cloud(%),humidity(%),rain(mm),pressure
2015-01-01 00:00:00,Patchy snow possible,-7,-16,35,NW,50,12,44,0.0,1021
2015-01-01 01:00:00,Patchy snow possible,-7,-16,35,NW,50,12,44,0.0,1021
2015-01-01 02:00:00,Patchy snow possible,-7,-16,35,NW,50,12,44,0.0,1021
2015-01-01 03:00:00,Clear,-8,-18,36,NW,52,8,42,0.0,1022
2015-01-01 04:00:00,Clear,-8,-18,36,NW,52,8,42,0.0,1022
2015-01-01 05:00:00,Clear,-8,-18,36,NW,52,8,42,0.0,1022
2015-01-01 06:00:00,Clear,-9,-18,31,NW,46,2,46,0.0,1022
2015-01-01 07:00:00,Clear,-9,-18,31,NW,46,2,46,0.0,1022
2015-01-01 08:00:00,Clear,-9,-18,31,NW,46,2,46,0.0,1022
2015-01-01 09:00:00,Sunny,-9,-18,25,NW,34,2,46,0.0,1024
2015-01-01 10:00:00,Sunny,-9,-18,25,NW,34,2,46,0.0,1024
2015-01-01 11:00:00,Sunny,-9,-18,25,NW,34,2,46,0.0,1024
2015-01-01 12:00:00,Sunny,-7,-16,31,NW,37,0,43,0.0,1023
2015-01-01 13:00:00,Sunny,-7,-16,31,NW,37,0,43,0.0,1023
2015-01-01 14:00:00,Sunny,-7,-16,31,NW,37,0,43,0.0,1023
2015-01-01 15:00:00,Sunny,-6,-14,26,WNW,32,0,44,0.0,1024
2015-01-01 16:00:00,Sunny,-6,-14,26,WNW,32,0,44,0.0,1024
2015-01-01 17:00:00,Sunny,-6,-14,26,WNW,32,0,44,0.0,1024
2015-01-01 18:00:00,Clear,-7,-14,21,NW,32,0,56,0.0,1025
2015-01-01 19:00:00,Clear,-7,-14,21,NW,32,0,56,0.0,1025
2015-01-01 20:00:00,Clear,-7,-14,21,NW,32,0,56,0.0,1025
2015-01-01 21:00:00,Clear,-9,-12,8,NW,10,10,63,0.0,1026
2015-01-01 22:00:00,Clear,-9,-12,8,NW,10,10,63,0.0,1026
2015-01-01 23:00:00,Clear,-9,-12,8,NW,10,10,63,0.0,1026
2015-01-02 00:00:00,Partly cloudy,-8,-11,7,NNW,10,60,70,0.0,1025
2015-01-02 01:00:00,Partly cloudy,-8,-11,7,NNW,10,60,70,0.0,1025
2015-01-02 02:00:00,Partly cloudy,-8,-11,7,NNW,10,60,70,0.0,1025
2015-01-02 03:00:00,Partly cloudy,-8,-12,10,NNW,14,48,67,0.0,1025
2015-01-02 04:00:00,Partly cloudy,-8,-12,10,NNW,14,48,67,0.0,1025
2015-01-02 05:00:00,Partly cloudy,-8,-12,10,NNW,14,48,67,0.0,1025
2015-01-02 06:00:00,Partly cloudy,-8,-12,8,N,13,55,73,0.0,1023
2015-01-02 07:00:00,Partly cloudy,-8,-12,8,N,13,55,73,0.0,1023
2015-01-02 08:00:00,Partly cloudy,-8,-12,8,N,13,55,73,0.0,1023
2015-01-02 09:00:00,Cloudy,-7,-11,9,NNW,12,77,61,0.0,1023
2015-01-02 10:00:00,Cloudy,-7,-11,9,NNW,12,77,61,0.0,1023
2015-01-02 11:00:00,Cloudy,-7,-11,9,NNW,12,77,61,0.0,1023
2015-01-02 12:00:00,Sunny,-4,-12,25,NW,32,7,32,0.0,1023
2015-01-02 13:00:00,Sunny,-4,-12,25,NW,32,7,32,0.0,1023
2015-01-02 14:00:00,Sunny,-4,-12,25,NW,32,7,32,0.0,1023
2015-01-02 15:00:00,Sunny,-4,-11,23,WNW,29,0,33,0.0,1025
2015-01-02 16:00:00,Sunny,-4,-11,23,WNW,29,0,33,0.0,1025
2015-01-02 17:00:00,Sunny,-4,-11,23,WNW,29,0,33,0.0,1025
2015-01-02 18:00:00,Clear,-6,-10,16,NW,20,0,43,0.0,1026
2015-01-02 19:00:00,Clear,-6,-10,16,NW,20,0,43,0.0,1026
2015-01-02 20:00:00,Clear,-6,-10,16,NW,20,0,43,0.0,1026
2015-01-02 21:00:00,Clear,-7,-8,8,NNW,10,0,45,0.0,1028
2015-01-02 22:00:00,Clear,-7,-8,8,NNW,10,0,45,0.0,1028
2015-01-02 23:00:00,Clear,-7,-8,8,NNW,10,0,45,0.0,1028
2015-01-03 00:00:00,Clear,-8,-7,6,NNW,7,0,51,0.0,1026
2015-01-03 01:00:00,Clear,-8,-7,6,NNW,7,0,51,0.0,1026
2015-01-03 02:00:00,Clear,-8,-7,6,NNW,7,0,51,0.0,1026
2015-01-03 03:00:00,Clear,-8,-3,4,N,4,0,57,0.0,1027
2015-01-03 04:00:00,Clear,-8,-3,4,N,4,0,57,0.0,1027
2015-01-03 05:00:00,Clear,-8,-3,4,N,4,0,57,0.0,1027
2015-01-03 06:00:00,Sunny,-9,-7,4,NE,5,3,63,0.0,1026
2015-01-03 07:00:00,Sunny,-9,-7,4,NE,5,3,63,0.0,1026
2015-01-03 08:00:00,Sunny,-9,-7,4,NE,5,3,63,0.0,1026
2015-01-03 09:00:00,Sunny,-8,-7,3,E,4,7,51,0.0,1027
2015-01-03 10:00:00,Sunny,-8,-7,3,E,4,7,51,0.0,1027
2015-01-03 11:00:00,Sunny,-8,-7,3,E,4,7,51,0.0,1027
2015-01-03 12:00:00,Partly cloudy,-4,-7,8,ESE,9,36,49,0.0,1024
2015-01-03 13:00:00,Partly cloudy,-4,-7,8,ESE,9,36,49,0.0,1024
2015-01-03 14:00:00,Partly cloudy,-4,-7,8,ESE,9,36,49,0.0,1024
2015-01-03 15:00:00,Partly cloudy,-2,-3,5,SSE,6,38,57,0.0,1022
2015-01-03 16:00:00,Partly cloudy,-2,-3,5,SSE,6,38,57,0.0,1022
2015-01-03 17:00:00,Partly cloudy,-2,-3,5,SSE,6,38,57,0.0,1022
2015-01-03 18:00:00,Cloudy,-3,-6,9,SE,15,85,72,0.0,1021
2015-01-03 19:00:00,Cloudy,-3,-6,9,SE,15,85,72,0.0,1021
2015-01-03 20:00:00,Cloudy,-3,-6,9,SE,15,85,72,0.0,1021
2015-01-03 21:00:00,Cloudy,-3,-4,5,SE,7,68,80,0.0,1021
2015-01-03 22:00:00,Cloudy,-3,-4,5,SE,7,68,80,0.0,1021
2015-01-03 23:00:00,Cloudy,-3,-4,5,SE,7,68,80,0.0,1021
2015-01-04 00:00:00,Light snow,-3,-6,10,ESE,15,89,82,0.1,1019
2015-01-04 01:00:00,Light snow,-3,-6,10,ESE,15,89,82,0.1,1019
2015-01-04 02:00:00,Light snow,-3,-6,10,ESE,15,89,82,0.1,1019
2015-01-04 03:00:00,Cloudy,-3,-6,10,ESE,15,74,85,0.0,1018
2015-01-04 04:00:00,Cloudy,-3,-6,10,ESE,15,74,85,0.0,1018
2015-01-04 05:00:00,Cloudy,-3,-6,10,ESE,15,74,85,0.0,1018
2015-01-04 06:00:00,Overcast,-2,-5,8,ESE,12,89,87,0.0,1018
2015-01-04 07:00:00,Overcast,-2,-5,8,ESE,12,89,87,0.0,1018
2015-01-04 08:00:00,Overcast,-2,-5,8,ESE,12,89,87,0.0,1018
2015-01-04 09:00:00,Cloudy,-2,-5,9,E,13,65,84,0.0,1018
2015-01-04 10:00:00,Cloudy,-2,-5,9,E,13,65,84,0.0,1018
2015-01-04 11:00:00,Cloudy,-2,-5,9,E,13,65,84,0.0,1018
2015-01-04 12:00:00,Partly cloudy,1,0,6,ESE,7,46,74,0.0,1017
2015-01-04 13:00:00,Partly cloudy,1,0,6,ESE,7,46,74,0.0,1017
2015-01-04 14:00:00,Partly cloudy,1,0,6,ESE,7,46,74,0.0,1017
2015-01-04 15:00:00,Sunny,4,5,1,SE,2,18,71,0.0,1017
2015-01-04 16:00:00,Sunny,4,5,1,SE,2,18,71,0.0,1017
2015-01-04 17:00:00,Sunny,4,5,1,SE,2,18,71,0.0,1017
2015-01-04 18:00:00,Clear,0,3,4,NE,6,0,89,0.0,1018
2015-01-04 19:00:00,Clear,0,3,4,NE,6,0,89,0.0,1018
2015-01-04 20:00:00,Clear,0,3,4,NE,6,0,89,0.0,1018
2015-01-04 21:00:00,Clear,-1,3,3,ENE,4,0,91,0.0,1020
2015-01-04 22:00:00,Clear,-1,3,3,ENE,4,0,91,0.0,1020
2015-01-04 23:00:00,Clear,-1,3,3,ENE,4,0,91,0.0,1020
2015-01-05 00:00:00,Partly cloudy,-1,-1,4,ESE,8,32,92,0.0,1019
2015-01-05 01:00:00,Partly cloudy,-1,-1,4,ESE,8,32,92,0.0,1019
2015-01-05 02:00:00,Partly cloudy,-1,-1,4,ESE,8,32,92,0.0,1019
2015-01-05 03:00:00,Clear,-1,-1,6,E,10,9,93,0.0,1021
2015-01-05 04:00:00,Clear,-1,-1,6,E,10,9,93,0.0,1021
2015-01-05 05:00:00,Clear,-1,-1,6,E,10,9,93,0.0,1021
2015-01-05 06:00:00,Sunny,-1,-2,6,E,11,22,93,0.0,1021
2015-01-05 07:00:00,Sunny,-1,-2,6,E,11,22,93,0.0,1021
2015-01-05 08:00:00,Sunny,-1,-2,6,E,11,22,93,0.0,1021
2015-01-05 09:00:00,Partly cloudy,0,-2,9,ESE,14,48,83,0.0,1020
2015-01-05 10:00:00,Partly cloudy,0,-2,9,ESE,14,48,83,0.0,1020
2015-01-05 11:00:00,Partly cloudy,0,-2,9,ESE,14,48,83,0.0,1020
2015-01-05 12:00:00,Sunny,3,5,5,E,6,4,62,0.0,1019
2015-01-05 13:00:00,Sunny,3,5,5,E,6,4,62,0.0,1019
2015-01-05 14:00:00,Sunny,3,5,5,E,6,4,62,0.0,1019
2015-01-05 15:00:00,Partly cloudy,5,4,6,SE,7,46,60,0.0,1016
2015-01-05 16:00:00,Partly cloudy,5,4,6,SE,7,46,60,0.0,1016
2015-01-05 17:00:00,Partly cloudy,5,4,6,SE,7,46,60,0.0,1016
2015-01-05 18:00:00,Partly cloudy,1,2,3,SSW,5,62,85,0.0,1015
2015-01-05 19:00:00,Partly cloudy,1,2,3,SSW,5,62,85,0.0,1015
2015-01-05 20:00:00,Partly cloudy,1,2,3,SSW,5,62,85,0.0,1015
2015-01-05 21:00:00,Overcast,1,2,1,NW,3,100,84,0.0,1013
2015-01-05 22:00:00,Overcast,1,2,1,NW,3,100,84,0.0,1013
2015-01-05 23:00:00,Overcast,1,2,1,NW,3,100,84,0.0,1013
2015-01-06 00:00:00,Light rain,2,0,8,N,15,100,84,1.6,1011
2015-01-06 01:00:00,Light rain,2,0,8,N,15,100,84,1.6,1011
2015-01-06 02:00:00,Light rain,2,0,8,N,15,100,84,1.6,1011
2015-01-06 03:00:00,Cloudy,1,-2,10,WNW,17,71,88,0.0,1011
2015-01-06 04:00:00,Cloudy,1,-2,10,WNW,17,71,88,0.0,1011
2015-01-06 05:00:00,Cloudy,1,-2,10,WNW,17,71,88,0.0,1011
2015-01-06 06:00:00,Sunny,-2,-7,19,NW,30,14,88,0.0,1012
2015-01-06 07:00:00,Sunny,-2,-7,19,NW,30,14,88,0.0,1012
2015-01-06 08:00:00,Sunny,-2,-7,19,NW,30,14,88,0.0,1012
2015-01-06 09:00:00,Sunny,-5,-10,17,NW,20,0,68,0.0,1015
2015-01-06 10:00:00,Sunny,-5,-10,17,NW,20,0,68,0.0,1015
2015-01-06 11:00:00,Sunny,-5,-10,17,NW,20,0,68,0.0,1015
2015-01-06 12:00:00,Sunny,-3,-10,27,NW,31,0,37,0.0,1017
2015-01-06 13:00:00,Sunny,-3,-10,27,NW,31,0,37,0.0,1017
2015-01-06 14:00:00,Sunny,-3,-10,27,NW,31,0,37,0.0,1017
2015-01-06 15:00:00,Sunny,-3,-8,19,NW,22,0,34,0.0,1017
2015-01-06 16:00:00,Sunny,-3,-8,19,NW,22,0,34,0.0,1017
2015-01-06 17:00:00,Sunny,-3,-8,19,NW,22,0,34,0.0,1017
2015-01-06 18:00:00,Clear,-5,-12,23,NNW,33,6,41,0.0,1019
2015-01-06 19:00:00,Clear,-5,-12,23,NNW,33,6,41,0.0,1019
2015-01-06 20:00:00,Clear,-5,-12,23,NNW,33,6,41,0.0,1019
2015-01-06 21:00:00,Partly cloudy,-6,-13,19,NW,26,32,34,0.0,1021
2015-01-06 22:00:00,Partly cloudy,-6,-13,19,NW,26,32,34,0.0,1021
2015-01-06 23:00:00,Partly cloudy,-6,-13,19,NW,26,32,34,0.0,1021
2015-01-07 00:00:00,Partly cloudy,-6,-14,24,NNW,34,39,34,0.0,1021
2015-01-07 01:00:00,Partly cloudy,-6,-14,24,NNW,34,39,34,0.0,1021
2015-01-07 02:00:00,Partly cloudy,-6,-14,24,NNW,34,39,34,0.0,1021
2015-01-07 03:00:00,Partly cloudy,-7,-14,23,NW,33,32,36,0.0,1021
2015-01-07 04:00:00,Partly cloudy,-7,-14,23,NW,33,32,36,0.0,1021
2015-01-07 05:00:00,Partly cloudy,-7,-14,23,NW,33,32,36,0.0,1021
2015-01-07 06:00:00,Partly cloudy,-8,-15,20,NNW,29,30,44,0.0,1021
2015-01-07 07:00:00,Partly cloudy,-8,-15,20,NNW,29,30,44,0.0,1021
2015-01-07 08:00:00,Partly cloudy,-8,-15,20,NNW,29,30,44,0.0,1021
2015-01-07 09:00:00,Sunny,-8,-12,9,NW,11,10,40,0.0,1022
2015-01-07 10:00:00,Sunny,-8,-12,9,NW,11,10,40,0.0,1022
2015-01-07 11:00:00,Sunny,-8,-12,9,NW,11,10,40,0.0,1022
2015-01-07 12:00:00,Sunny,-6,-11,12,NNW,14,15,34,0.0,1022
2015-01-07 13:00:00,Sunny,-6,-11,12,NNW,14,15,34,0.0,1022
2015-01-07 14:00:00,Sunny,-6,-11,12,NNW,14,15,34,0.0,1022
2015-01-07 15:00:00,Partly cloudy,-4,-5,4,WNW,5,33,31,0.0,1022
2015-01-07 16:00:00,Partly cloudy,-4,-5,4,WNW,5,33,31,0.0,1022
2015-01-07 17:00:00,Partly cloudy,-4,-5,4,WNW,5,33,31,0.0,1022
2015-01-07 18:00:00,Partly cloudy,-5,-8,8,NNW,11,32,38,0.0,1023
2015-01-07 19:00:00,Partly cloudy,-5,-8,8,NNW,11,32,38,0.0,1023
2015-01-07 20:00:00,Partly cloudy,-5,-8,8,NNW,11,32,38,0.0,1023
2015-01-07 21:00:00,Partly cloudy,-6,-9,7,NNW,10,49,42,0.0,1024
2015-01-07 22:00:00,Partly cloudy,-6,-9,7,NNW,10,49,42,0.0,1024
2015-01-07 23:00:00,Partly cloudy,-6,-9,7,NNW,10,49,42,0.0,1024
2015-01-08 00:00:00,Clear,-7,-9,7,NNW,9,9,48,0.0,1024
2015-01-08 01:00:00,Clear,-7,-9,7,NNW,9,9,48,0.0,1024
2015-01-08 02:00:00,Clear,-7,-9,7,NNW,9,9,48,0.0,1024
2015-01-08 03:00:00,Partly cloudy,-8,-8,4,NNW,5,33,53,0.0,1025
2015-01-08 04:00:00,Partly cloudy,-8,-8,4,NNW,5,33,53,0.0,1025
2015-01-08 05:00:00,Partly cloudy,-8,-8,4,NNW,5,33,53,0.0,1025
2015-01-08 06:00:00,Sunny,-9,-4,4,NNW,5,0,58,0.0,1025
2015-01-08 07:00:00,Sunny,-9,-4,4,NNW,5,0,58,0.0,1025
2015-01-08 08:00:00,Sunny,-9,-4,4,NNW,5,0,58,0.0,1025
2015-01-08 09:00:00,Sunny,-8,-5,5,WNW,6,0,48,0.0,1026
2015-01-08 10:00:00,Sunny,-8,-5,5,WNW,6,0,48,0.0,1026
2015-01-08 11:00:00,Sunny,-8,-5,5,WNW,6,0,48,0.0,1026
2015-01-08 12:00:00,Sunny,-6,-3,6,NW,7,0,40,0.0,1025
2015-01-08 13:00:00,Sunny,-6,-3,6,NW,7,0,40,0.0,1025
2015-01-08 14:00:00,Sunny,-6,-3,6,NW,7,0,40,0.0,1025
2015-01-08 15:00:00,Sunny,-4,-1,6,SW,7,0,36,0.0,1025
2015-01-08 16:00:00,Sunny,-4,-1,6,SW,7,0,36,0.0,1025
2015-01-08 17:00:00,Sunny,-4,-1,6,SW,7,0,36,0.0,1025
2015-01-08 18:00:00,Clear,-4,-2,5,NNW,6,0,44,0.0,1025
2015-01-08 19:00:00,Clear,-4,-2,5,NNW,6,0,44,0.0,1025
2015-01-08 20:00:00,Clear,-4,-2,5,NNW,6,0,44,0.0,1025
2015-01-08 21:00:00,Clear,-5,-2,3,WNW,4,0,48,0.0,1026
2015-01-08 22:00:00,Clear,-5,-2,3,WNW,4,0,48,0.0,1026
2015-01-08 23:00:00,Clear,-5,-2,3,WNW,4,0,48,0.0,1026
2015-01-09 00:00:00,Clear,-6,-6,5,NW,7,4,54,0.0,1026
2015-01-09 01:00:00,Clear,-6,-6,5,NW,7,4,54,0.0,1026
2015-01-09 02:00:00,Clear,-6,-6,5,NW,7,4,54,0.0,1026
2015-01-09 03:00:00,Clear,-6,-5,5,NW,5,3,60,0.0,1026
2015-01-09 04:00:00,Clear,-6,-5,5,NW,5,3,60,0.0,1026
2015-01-09 05:00:00,Clear,-6,-5,5,NW,5,3,60,0.0,1026
2015-01-09 06:00:00,Sunny,-7,-6,5,N,6,4,64,0.0,1026
2015-01-09 07:00:00,Sunny,-7,-6,5,N,6,4,64,0.0,1026
2015-01-09 08:00:00,Sunny,-7,-6,5,N,6,4,64,0.0,1026
2015-01-09 09:00:00,Sunny,-5,-1,4,E,5,2,50,0.0,1026
2015-01-09 10:00:00,Sunny,-5,-1,4,E,5,2,50,0.0,1026
2015-01-09 11:00:00,Sunny,-5,-1,4,E,5,2,50,0.0,1026
2015-01-09 12:00:00,Sunny,-2,3,2,NW,2,0,46,0.0,1025
2015-01-09 13:00:00,Sunny,-2,3,2,NW,2,0,46,0.0,1025
2015-01-09 14:00:00,Sunny,-2,3,2,NW,2,0,46,0.0,1025
2015-01-09 15:00:00,Sunny,1,6,3,WSW,3,0,52,0.0,1023
2015-01-09 16:00:00,Sunny,1,6,3,WSW,3,0,52,0.0,1023
2015-01-09 17:00:00,Sunny,1,6,3,WSW,3,0,52,0.0,1023
2015-01-09 18:00:00,Clear,-1,-1,10,WNW,12,0,62,0.0,1023
2015-01-09 19:00:00,Clear,-1,-1,10,WNW,12,0,62,0.0,1023
2015-01-09 20:00:00,Clear,-1,-1,10,WNW,12,0,62,0.0,1023
2015-01-09 21:00:00,Clear,-2,-2,9,WNW,11,0,63,0.0,1024
2015-01-09 22:00:00,Clear,-2,-2,9,WNW,11,0,63,0.0,1024
2015-01-09 23:00:00,Clear,-2,-2,9,WNW,11,0,63,0.0,1024
2015-01-10 00:00:00,Clear,-3,-4,11,NW,13,2,62,0.0,1023
2015-01-10 01:00:00,Clear,-3,-4,11,NW,13,2,62,0.0,1023
2015-01-10 02:00:00,Clear,-3,-4,11,NW,13,2,62,0.0,1023
2015-01-10 03:00:00,Clear,-4,-3,9,NW,11,0,52,0.0,1025
2015-01-10 04:00:00,Clear,-4,-3,9,NW,11,0,52,0.0,1025
2015-01-10 05:00:00,Clear,-4,-3,9,NW,11,0,52,0.0,1025
2015-01-10 06:00:00,Sunny,-5,-1,5,NW,5,0,57,0.0,1024
2015-01-10 07:00:00,Sunny,-5,-1,5,NW,5,0,57,0.0,1024
2015-01-10 08:00:00,Sunny,-5,-1,5,NW,5,0,57,0.0,1024
2015-01-10 09:00:00,Sunny,-3,2,4,E,4,0,48,0.0,1025
2015-01-10 10:00:00,Sunny,-3,2,4,E,4,0,48,0.0,1025
2015-01-10 11:00:00,Sunny,-3,2,4,E,4,0,48,0.0,1025
2015-01-10 12:00:00,Sunny,0,6,3,SW,3,0,45,0.0,1024
2015-01-10 13:00:00,Sunny,0,6,3,SW,3,0,45,0.0,1024
2015-01-10 14:00:00,Sunny,0,6,3,SW,3,0,45,0.0,1024
2015-01-10 15:00:00,Sunny,3,0,14,W,17,14,51,0.0,1023
2015-01-10 16:00:00,Sunny,3,0,14,W,17,14,51,0.0,1023
2015-01-10 17:00:00,Sunny,3,0,14,W,17,14,51,0.0,1023
2015-01-10 18:00:00,Clear,1,-2,12,WSW,21,10,69,0.0,1022
2015-01-10 19:00:00,Clear,1,-2,12,WSW,21,10,69,0.0,1022
2015-01-10 20:00:00,Clear,1,-2,12,WSW,21,10,69,0.0,1022
2015-01-10 21:00:00,Clear,0,-2,14,SW,22,0,76,0.0,1022
2015-01-10 22:00:00,Clear,0,-2,14,SW,22,0,76,0.0,1022
2015-01-10 23:00:00,Clear,0,-2,14,SW,22,0,76,0.0,1022
2015-01-11 00:00:00,Clear,1,-3,14,SW,29,18,81,0.0,1020
2015-01-11 01:00:00,Clear,1,-3,14,SW,29,18,81,0.0,1020
2015-01-11 02:00:00,Clear,1,-3,14,SW,29,18,81,0.0,1020
2015-01-11 03:00:00,Overcast,1,-2,12,WSW,23,100,77,0.0,1020
2015-01-11 04:00:00,Overcast,1,-2,12,WSW,23,100,77,0.0,1020
2015-01-11 05:00:00,Overcast,1,-2,12,WSW,23,100,77,0.0,1020
2015-01-11 06:00:00,Patchy snow possible,0,-6,21,NW,35,4,82,0.0,1019
2015-01-11 07:00:00,Patchy snow possible,0,-6,21,NW,35,4,82,0.0,1019
2015-01-11 08:00:00,Patchy snow possible,0,-6,21,NW,35,4,82,0.0,1019
2015-01-11 09:00:00,Sunny,-2,-3,13,WNW,15,0,71,0.0,1022
2015-01-11 10:00:00,Sunny,-2,-3,13,WNW,15,0,71,0.0,1022
2015-01-11 11:00:00,Sunny,-2,-3,13,WNW,15,0,71,0.0,1022
2015-01-11 12:00:00,Sunny,0,-5,20,NW,23,0,49,0.0,1023
2015-01-11 13:00:00,Sunny,0,-5,20,NW,23,0,49,0.0,1023
2015-01-11 14:00:00,Sunny,0,-5,20,NW,23,0,49,0.0,1023
2015-01-11 15:00:00,Sunny,1,-4,20,WNW,24,0,42,0.0,1024
2015-01-11 16:00:00,Sunny,1,-4,20,WNW,24,0,42,0.0,1024
2015-01-11 17:00:00,Sunny,1,-4,20,WNW,24,0,42,0.0,1024
2015-01-11 18:00:00,Clear,-2,-7,20,NW,32,0,50,0.0,1026
2015-01-11 19:00:00,Clear,-2,-7,20,NW,32,0,50,0.0,1026
2015-01-11 20:00:00,Clear,-2,-7,20,NW,32,0,50,0.0,1026
2015-01-11 21:00:00,Clear,-3,-7,15,WNW,17,0,53,0.0,1028
2015-01-11 22:00:00,Clear,-3,-7,15,WNW,17,0,53,0.0,1028
2015-01-11 23:00:00,Clear,-3,-7,15,WNW,17,0,53,0.0,1028
2015-01-12 00:00:00,Clear,-4,-9,17,NW,21,0,55,0.0,1030
2015-01-12 01:00:00,Clear,-4,-9,17,NW,21,0,55,0.0,1030
2015-01-12 02:00:00,Clear,-4,-9,17,NW,21,0,55,0.0,1030
2015-01-12 03:00:00,Clear,-5,-7,12,NNW,14,0,55,0.0,1032
2015-01-12 04:00:00,Clear,-5,-7,12,NNW,14,0,55,0.0,1032
2015-01-12 05:00:00,Clear,-5,-7,12,NNW,14,0,55,0.0,1032
2015-01-12 06:00:00,Sunny,-6,-5,8,N,9,0,58,0.0,1032
2015-01-12 07:00:00,Sunny,-6,-5,8,N,9,0,58,0.0,1032
2015-01-12 08:00:00,Sunny,-6,-5,8,N,9,0,58,0.0,1032
2015-01-12 09:00:00,Sunny,-6,-3,6,ENE,7,0,55,0.0,1035
2015-01-12 10:00:00,Sunny,-6,-3,6,ENE,7,0,55,0.0,1035
2015-01-12 11:00:00,Sunny,-6,-3,6,ENE,7,0,55,0.0,1035
2015-01-12 12:00:00,Sunny,-3,1,4,N,5,0,44,0.0,1035
2015-01-12 13:00:00,Sunny,-3,1,4,N,5,0,44,0.0,1035
2015-01-12 14:00:00,Sunny,-3,1,4,N,5,0,44,0.0,1035
2015-01-12 15:00:00,Sunny,-1,3,5,W,5,0,39,0.0,1035
2015-01-12 16:00:00,Sunny,-1,3,5,W,5,0,39,0.0,1035
2015-01-12 17:00:00,Sunny,-1,3,5,W,5,0,39,0.0,1035
2015-01-12 18:00:00,Clear,-3,-4,6,NE,9,7,47,0.0,1035
2015-01-12 19:00:00,Clear,-3,-4,6,NE,9,7,47,0.0,1035
2015-01-12 20:00:00,Clear,-3,-4,6,NE,9,7,47,0.0,1035
2015-01-12 21:00:00,Partly cloudy,-4,-3,2,SE,3,32,55,0.0,1036
2015-01-12 22:00:00,Partly cloudy,-4,-3,2,SE,3,32,55,0.0,1036
2015-01-12 23:00:00,Partly cloudy,-4,-3,2,SE,3,32,55,0.0,1036
2015-01-13 00:00:00,Partly cloudy,-4,-3,1,ENE,1,40,59,0.0,1036
2015-01-13 01:00:00,Partly cloudy,-4,-3,1,ENE,1,40,59,0.0,1036
2015-01-13 02:00:00,Partly cloudy,-4,-3,1,ENE,1,40,59,0.0,1036
2015-01-13 03:00:00,Partly cloudy,-4,-5,4,ENE,7,42,62,0.0,1036
2015-01-13 04:00:00,Partly cloudy,-4,-5,4,ENE,7,42,62,0.0,1036
2015-01-13 05:00:00,Partly cloudy,-4,-5,4,ENE,7,42,62,0.0,1036
2015-01-13 06:00:00,Partly cloudy,-5,-5,3,ESE,7,42,67,0.0,1036
2015-01-13 07:00:00,Partly cloudy,-5,-5,3,ESE,7,42,67,0.0,1036
2015-01-13 08:00:00,Partly cloudy,-5,-5,3,ESE,7,42,67,0.0,1036
2015-01-13 09:00:00,Partly cloudy,-3,-3,4,E,6,33,52,0.0,1036
2015-01-13 10:00:00,Partly cloudy,-3,-3,4,E,6,33,52,0.0,1036
2015-01-13 11:00:00,Partly cloudy,-3,-3,4,E,6,33,52,0.0,1036
2015-01-13 12:00:00,Sunny,0,2,4,ESE,4,7,39,0.0,1035
2015-01-13 13:00:00,Sunny,0,2,4,ESE,4,7,39,0.0,1035
2015-01-13 14:00:00,Sunny,0,2,4,ESE,4,7,39,0.0,1035
2015-01-13 15:00:00,Partly cloudy,3,3,3,ESE,4,27,32,0.0,1033
2015-01-13 16:00:00,Partly cloudy,3,3,3,ESE,4,27,32,0.0,1033
2015-01-13 17:00:00,Partly cloudy,3,3,3,ESE,4,27,32,0.0,1033
2015-01-13 18:00:00,Partly cloudy,0,-1,5,NE,10,56,40,0.0,1032
2015-01-13 19:00:00,Partly cloudy,0,-1,5,NE,10,56,40,0.0,1032
2015-01-13 20:00:00,Partly cloudy,0,-1,5,NE,10,56,40,0.0,1032
2015-01-13 21:00:00,Partly cloudy,-1,-2,5,NE,10,34,44,0.0,1033
2015-01-13 22:00:00,Partly cloudy,-1,-2,5,NE,10,34,44,0.0,1033
2015-01-13 23:00:00,Partly cloudy,-1,-2,5,NE,10,34,44,0.0,1033
2015-01-14 00:00:00,Partly cloudy,-1,-1,3,NE,6,48,42,0.0,1032
2015-01-14 01:00:00,Partly cloudy,-1,-1,3,NE,6,48,42,0.0,1032
2015-01-14 02:00:00,Partly cloudy,-1,-1,3,NE,6,48,42,0.0,1032
2015-01-14 03:00:00,Partly cloudy,-1,-2,6,NE,12,46,38,0.0,1031
2015-01-14 04:00:00,Partly cloudy,-1,-2,6,NE,12,46,38,0.0,1031
2015-01-14 05:00:00,Partly cloudy,-1,-2,6,NE,12,46,38,0.0,1031
2015-01-14 06:00:00,Partly cloudy,-1,-2,5,NNE,9,52,33,0.0,1030
2015-01-14 07:00:00,Partly cloudy,-1,-2,5,NNE,9,52,33,0.0,1030
2015-01-14 08:00:00,Partly cloudy,-1,-2,5,NNE,9,52,33,0.0,1030
2015-01-14 09:00:00,Overcast,0,-1,6,NNE,10,100,30,0.0,1030
2015-01-14 10:00:00,Overcast,0,-1,6,NNE,10,100,30,0.0,1030
2015-01-14 11:00:00,Overcast,0,-1,6,NNE,10,100,30,0.0,1030
2015-01-14 12:00:00,Overcast,2,1,5,N,6,100,21,0.0,1027
2015-01-14 13:00:00,Overcast,2,1,5,N,6,100,21,0.0,1027
2015-01-14 14:00:00,Overcast,2,1,5,N,6,100,21,0.0,1027
