datetime,weather,temperature(C),feel_like(C),wind_speed(km/h),wind_direction,wind_gust(km/h),cloud(%),humidity(%),rain(mm),pressure
2015-11-26 13:00:00,Partly cloudy,0,-6,30,WNW,35,51,56,0.0,1015
2015-11-26 14:00:00,Partly cloudy,0,-6,30,WNW,35,51,56,0.0,1015
2015-11-26 15:00:00,Overcast,-2,-8,23,NW,29,97,64,0.0,1015
2015-11-26 16:00:00,Overcast,-2,-8,23,NW,29,97,64,0.0,1015
2015-11-26 17:00:00,Overcast,-2,-8,23,NW,29,97,64,0.0,1015
2015-11-26 18:00:00,Cloudy,-3,-10,26,NW,36,75,65,0.0,1015
2015-11-26 19:00:00,Cloudy,-3,-10,26,NW,36,75,65,0.0,1015
2015-11-26 20:00:00,Cloudy,-3,-10,26,NW,36,75,65,0.0,1015
2015-11-26 21:00:00,Partly cloudy,-4,-8,12,NW,15,28,63,0.0,1017
2015-11-26 22:00:00,Partly cloudy,-4,-8,12,NW,15,28,63,0.0,1017
2015-11-26 23:00:00,Partly cloudy,-4,-8,12,NW,15,28,63,0.0,1017
2015-11-27 00:00:00,Clear,-4,-9,16,NW,21,15,63,0.0,1018
2015-11-27 01:00:00,Clear,-4,-9,16,NW,21,15,63,0.0,1018
2015-11-27 02:00:00,Clear,-4,-9,16,NW,21,15,63,0.0,1018
2015-11-27 03:00:00,Clear,-5,-7,14,WNW,16,0,58,0.0,1021
2015-11-27 04:00:00,Clear,-5,-7,14,WNW,16,0,58,0.0,1021
2015-11-27 05:00:00,Clear,-5,-7,14,WNW,16,0,58,0.0,1021
2015-11-27 06:00:00,Sunny,-5,-8,15,NW,17,0,56,0.0,1021
2015-11-27 07:00:00,Sunny,-5,-8,15,NW,17,0,56,0.0,1021
2015-11-27 08:00:00,Sunny,-5,-8,15,NW,17,0,56,0.0,1021
2015-11-27 09:00:00,Sunny,-4,-2,3,W,4,3,57,0.0,1024
2015-11-27 10:00:00,Sunny,-4,-2,3,W,4,3,57,0.0,1024
2015-11-27 11:00:00,Sunny,-4,-2,3,W,4,3,57,0.0,1024
2015-11-27 12:00:00,Partly cloudy,-1,-5,16,NW,20,61,67,0.0,1024
2015-11-27 13:00:00,Partly cloudy,-1,-5,16,NW,20,61,67,0.0,1024
2015-11-27 14:00:00,Partly cloudy,-1,-5,16,NW,20,61,67,0.0,1024
2015-11-27 15:00:00,Sunny,0,-5,15,WNW,20,16,63,0.0,1025
2015-11-27 16:00:00,Sunny,0,-5,15,WNW,20,16,63,0.0,1025
2015-11-27 17:00:00,Sunny,0,-5,15,WNW,20,16,63,0.0,1025
2015-11-27 18:00:00,Clear,-3,-7,12,N,20,13,73,0.0,1026
2015-11-27 19:00:00,Clear,-3,-7,12,N,20,13,73,0.0,1026
2015-11-27 20:00:00,Clear,-3,-7,12,N,20,13,73,0.0,1026
2015-11-27 21:00:00,Clear,-5,-6,5,NNE,7,19,71,0.0,1028
2015-11-27 22:00:00,Clear,-5,-6,5,NNE,7,19,71,0.0,1028
2015-11-27 23:00:00,Clear,-5,-6,5,NNE,7,19,71,0.0,1028
2015-11-28 00:00:00,Partly cloudy,-4,-5,5,E,8,31,67,0.0,1028
2015-11-28 01:00:00,Partly cloudy,-4,-5,5,E,8,31,67,0.0,1028
2015-11-28 02:00:00,Partly cloudy,-4,-5,5,E,8,31,67,0.0,1028
2015-11-28 03:00:00,Partly cloudy,-4,-5,5,E,9,52,65,0.0,1029
2015-11-28 04:00:00,Partly cloudy,-4,-5,5,E,9,52,65,0.0,1029
2015-11-28 05:00:00,Partly cloudy,-4,-5,5,E,9,52,65,0.0,1029
2015-11-28 06:00:00,Partly cloudy,-4,-6,7,ESE,12,36,67,0.0,1029
2015-11-28 07:00:00,Partly cloudy,-4,-6,7,ESE,12,36,67,0.0,1029
2015-11-28 08:00:00,Partly cloudy,-4,-6,7,ESE,12,36,67,0.0,1029
2015-11-28 09:00:00,Overcast,-2,-3,5,ENE,7,100,63,0.0,1030
2015-11-28 10:00:00,Overcast,-2,-3,5,ENE,7,100,63,0.0,1030
2015-11-28 11:00:00,Overcast,-2,-3,5,ENE,7,100,63,0.0,1030
2015-11-28 12:00:00,Overcast,0,-3,8,ENE,10,100,69,0.0,1030
2015-11-28 13:00:00,Overcast,0,-3,8,ENE,10,100,69,0.0,1030
2015-11-28 14:00:00,Overcast,0,-3,8,ENE,10,100,69,0.0,1030
2015-11-28 15:00:00,Partly cloudy,1,1,4,SSW,4,30,70,0.0,1030
2015-11-28 16:00:00,Partly cloudy,1,1,4,SSW,4,30,70,0.0,1030
2015-11-28 17:00:00,Partly cloudy,1,1,4,SSW,4,30,70,0.0,1030
2015-11-28 18:00:00,Clear,-2,-3,5,ESE,10,13,86,0.0,1030
2015-11-28 19:00:00,Clear,-2,-3,5,ESE,10,13,86,0.0,1030
2015-11-28 20:00:00,Clear,-2,-3,5,ESE,10,13,86,0.0,1030
2015-11-28 21:00:00,Partly cloudy,-2,-4,5,E,11,41,84,0.0,1031
2015-11-28 22:00:00,Partly cloudy,-2,-4,5,E,11,41,84,0.0,1031
2015-11-28 23:00:00,Partly cloudy,-2,-4,5,E,11,41,84,0.0,1031
2015-11-29 00:00:00,Partly cloudy,-2,-4,8,E,17,41,80,0.0,1030
2015-11-29 01:00:00,Partly cloudy,-2,-4,8,E,17,41,80,0.0,1030
2015-11-29 02:00:00,Partly cloudy,-2,-4,8,E,17,41,80,0.0,1030
2015-11-29 03:00:00,Cloudy,0,-2,8,ESE,14,83,78,0.0,1030
2015-11-29 04:00:00,Cloudy,0,-2,8,ESE,14,83,78,0.0,1030
2015-11-29 05:00:00,Cloudy,0,-2,8,ESE,14,83,78,0.0,1030
2015-11-29 06:00:00,Light drizzle,0,-3,9,E,15,100,83,0.2,1028
2015-11-29 07:00:00,Light drizzle,0,-3,9,E,15,100,83,0.2,1028
2015-11-29 08:00:00,Light drizzle,0,-3,9,E,15,100,83,0.2,1028
2015-11-29 09:00:00,Overcast,1,-1,8,ENE,12,100,84,0.0,1029
2015-11-29 10:00:00,Overcast,1,-1,8,ENE,12,100,84,0.0,1029
2015-11-29 11:00:00,Overcast,1,-1,8,ENE,12,100,84,0.0,1029
2015-11-29 12:00:00,Overcast,2,0,9,ESE,12,100,85,0.1,1027
2015-11-29 13:00:00,Overcast,2,0,9,ESE,12,100,85,0.1,1027
2015-11-29 14:00:00,Overcast,2,0,9,ESE,12,100,85,0.1,1027
2015-11-29 15:00:00,Overcast,2,1,6,ENE,9,100,89,0.0,1025
2015-11-29 16:00:00,Overcast,2,1,6,ENE,9,100,89,0.0,1025
2015-11-29 17:00:00,Overcast,2,1,6,ENE,9,100,89,0.0,1025
2015-11-29 18:00:00,Light rain,1,0,7,E,13,100,91,0.9,1024
2015-11-29 19:00:00,Light rain,1,0,7,E,13,100,91,0.9,1024
2015-11-29 20:00:00,Light rain,1,0,7,E,13,100,91,0.9,1024
2015-11-29 21:00:00,Overcast,2,0,9,SE,18,100,91,0.0,1024
2015-11-29 22:00:00,Overcast,2,0,9,SE,18,100,91,0.0,1024
2015-11-29 23:00:00,Overcast,2,0,9,SE,18,100,91,0.0,1024
2015-11-30 00:00:00,Light rain shower,3,3,3,SSE,5,100,94,0.9,1023
2015-11-30 01:00:00,Light rain shower,3,3,3,SSE,5,100,94,0.9,1023
2015-11-30 02:00:00,Light rain shower,3,3,3,SSE,5,100,94,0.9,1023
2015-11-30 03:00:00,Overcast,2,0,8,NNE,17,88,94,0.0,1023
2015-11-30 04:00:00,Overcast,2,0,8,NNE,17,88,94,0.0,1023
2015-11-30 05:00:00,Overcast,2,0,8,NNE,17,88,94,0.0,1023
2015-11-30 06:00:00,Sunny,1,-1,8,NNW,16,20,93,0.0,1023
2015-11-30 07:00:00,Sunny,1,-1,8,NNW,16,20,93,0.0,1023
2015-11-30 08:00:00,Sunny,1,-1,8,NNW,16,20,93,0.0,1023
2015-11-30 09:00:00,Sunny,2,2,7,NW,8,4,90,0.0,1024
2015-11-30 10:00:00,Sunny,2,2,7,NW,8,4,90,0.0,1024
2015-11-30 11:00:00,Sunny,2,2,7,NW,8,4,90,0.0,1024
2015-11-30 12:00:00,Sunny,4,6,9,NW,10,0,67,0.0,1025
2015-11-30 13:00:00,Sunny,4,6,9,NW,10,0,67,0.0,1025
2015-11-30 14:00:00,Sunny,4,6,9,NW,10,0,67,0.0,1025
2015-11-30 15:00:00,Sunny,5,8,8,WNW,9,1,58,0.0,1024
2015-11-30 16:00:00,Sunny,5,8,8,WNW,9,1,58,0.0,1024
2015-11-30 17:00:00,Sunny,5,8,8,WNW,9,1,58,0.0,1024
2015-11-30 18:00:00,Clear,1,3,7,NNE,9,2,71,0.0,1025
2015-11-30 19:00:00,Clear,1,3,7,NNE,9,2,71,0.0,1025
2015-11-30 20:00:00,Clear,1,3,7,NNE,9,2,71,0.0,1025
2015-11-30 21:00:00,Clear,0,3,4,NE,6,0,75,0.0,1026
2015-11-30 22:00:00,Clear,0,3,4,NE,6,0,75,0.0,1026
2015-11-30 23:00:00,Clear,0,3,4,NE,6,0,75,0.0,1026
2015-12-01 00:00:00,Clear,0,2,6,NE,8,0,71,0.0,1026
2015-12-01 01:00:00,Clear,0,2,6,NE,8,0,71,0.0,1026
2015-12-01 02:00:00,Clear,0,2,6,NE,8,0,71,0.0,1026
2015-12-01 03:00:00,Clear,0,4,5,ENE,6,0,72,0.0,1027
2015-12-01 04:00:00,Clear,0,4,5,ENE,6,0,72,0.0,1027
2015-12-01 05:00:00,Clear,0,4,5,ENE,6,0,72,0.0,1027
2015-12-01 06:00:00,Sunny,0,1,5,ENE,7,5,70,0.0,1026
2015-12-01 07:00:00,Sunny,0,1,5,ENE,7,5,70,0.0,1026
2015-12-01 08:00:00,Sunny,0,1,5,ENE,7,5,70,0.0,1026
2015-12-01 09:00:00,Overcast,2,0,7,E,10,96,60,0.0,1027
2015-12-01 10:00:00,Overcast,2,0,7,E,10,96,60,0.0,1027
2015-12-01 11:00:00,Overcast,2,0,7,E,10,96,60,0.0,1027
2015-12-01 12:00:00,Sunny,5,6,5,ESE,6,9,44,0.0,1026
2015-12-01 13:00:00,Sunny,5,6,5,ESE,6,9,44,0.0,1026
2015-12-01 14:00:00,Sunny,5,6,5,ESE,6,9,44,0.0,1026
2015-12-01 15:00:00,Sunny,7,8,6,ENE,7,8,43,0.0,1024
2015-12-01 16:00:00,Sunny,7,8,6,ENE,7,8,43,0.0,1024
2015-12-01 17:00:00,Sunny,7,8,6,ENE,7,8,43,0.0,1024
2015-12-01 18:00:00,Clear,2,3,5,E,11,12,59,0.0,1024
2015-12-01 19:00:00,Clear,2,3,5,E,11,12,59,0.0,1024
2015-12-01 20:00:00,Clear,2,3,5,E,11,12,59,0.0,1024
2015-12-01 21:00:00,Cloudy,2,2,5,E,11,69,55,0.0,1024
2015-12-01 22:00:00,Cloudy,2,2,5,E,11,69,55,0.0,1024
2015-12-01 23:00:00,Cloudy,2,2,5,E,11,69,55,0.0,1024
2015-12-02 00:00:00,Cloudy,3,2,8,SE,16,81,52,0.0,1023
2015-12-02 01:00:00,Cloudy,3,2,8,SE,16,81,52,0.0,1023
2015-12-02 02:00:00,Cloudy,3,2,8,SE,16,81,52,0.0,1023
2015-12-02 03:00:00,Cloudy,4,2,10,SE,21,78,55,0.0,1021
2015-12-02 04:00:00,Cloudy,4,2,10,SE,21,78,55,0.0,1021
2015-12-02 05:00:00,Cloudy,4,2,10,SE,21,78,55,0.0,1021
2015-12-02 06:00:00,Cloudy,5,3,10,SE,21,81,67,0.0,1018
2015-12-02 07:00:00,Cloudy,5,3,10,SE,21,81,67,0.0,1018
2015-12-02 08:00:00,Cloudy,5,3,10,SE,21,81,67,0.0,1018
2015-12-02 09:00:00,Overcast,5,2,12,ESE,22,100,87,0.0,1016
2015-12-02 10:00:00,Overcast,5,2,12,ESE,22,100,87,0.0,1016
2015-12-02 11:00:00,Overcast,5,2,12,ESE,22,100,87,0.0,1016
2015-12-02 12:00:00,Heavy rain,5,6,2,SSW,4,100,98,9.3,1014
2015-12-02 13:00:00,Heavy rain,5,6,2,SSW,4,100,98,9.3,1014
2015-12-02 14:00:00,Heavy rain,5,6,2,SSW,4,100,98,9.3,1014
2015-12-02 15:00:00,Overcast,8,6,12,W,17,100,88,0.0,1013
2015-12-02 16:00:00,Overcast,8,6,12,W,17,100,88,0.0,1013
2015-12-02 17:00:00,Overcast,8,6,12,W,17,100,88,0.0,1013
2015-12-02 18:00:00,Partly cloudy,6,2,26,WNW,44,55,75,0.0,1013
2015-12-02 19:00:00,Partly cloudy,6,2,26,WNW,44,55,75,0.0,1013
2015-12-02 20:00:00,Partly cloudy,6,2,26,WNW,44,55,75,0.0,1013
2015-12-02 21:00:00,Partly cloudy,4,0,17,WNW,31,51,69,0.0,1015
2015-12-02 22:00:00,Partly cloudy,4,0,17,WNW,31,51,69,0.0,1015
2015-12-02 23:00:00,Partly cloudy,4,0,17,WNW,31,51,69,0.0,1015
2015-12-03 00:00:00,Moderate or heavy snow showers,4,-2,29,WNW,49,79,64,0.3,1014
2015-12-03 01:00:00,Moderate or heavy snow showers,4,-2,29,WNW,49,79,64,0.3,1014
2015-12-03 02:00:00,Moderate or heavy snow showers,4,-2,29,WNW,49,79,64,0.3,1014
2015-12-03 03:00:00,Overcast,2,-2,18,NW,28,89,71,0.0,1013
2015-12-03 04:00:00,Overcast,2,-2,18,NW,28,89,71,0.0,1013
2015-12-03 05:00:00,Overcast,2,-2,18,NW,28,89,71,0.0,1013
2015-12-03 06:00:00,Heavy snow,2,-2,14,WNW,22,94,73,0.5,1012
2015-12-03 07:00:00,Heavy snow,2,-2,14,WNW,22,94,73,0.5,1012
2015-12-03 08:00:00,Heavy snow,2,-2,14,WNW,22,94,73,0.5,1012
2015-12-03 09:00:00,Overcast,2,-1,12,W,16,100,72,0.0,1012
2015-12-03 10:00:00,Overcast,2,-1,12,W,16,100,72,0.0,1012
2015-12-03 11:00:00,Overcast,2,-1,12,W,16,100,72,0.0,1012
2015-12-03 12:00:00,Blizzard,3,-3,30,WNW,44,100,71,1.6,1011
2015-12-03 13:00:00,Blizzard,3,-3,30,WNW,44,100,71,1.6,1011
2015-12-03 14:00:00,Blizzard,3,-3,30,WNW,44,100,71,1.6,1011
2015-12-03 15:00:00,Overcast,1,-5,24,NW,34,100,74,0.0,1011
2015-12-03 16:00:00,Overcast,1,-5,24,NW,34,100,74,0.0,1011
2015-12-03 17:00:00,Overcast,1,-5,24,NW,34,100,74,0.0,1011
2015-12-03 18:00:00,Blizzard,-1,-8,38,NW,57,65,67,0.2,1013
2015-12-03 19:00:00,Blizzard,-1,-8,38,NW,57,65,67,0.2,1013
2015-12-03 20:00:00,Blizzard,-1,-8,38,NW,57,65,67,0.2,1013
2015-12-03 21:00:00,Blizzard,-3,-10,32,NW,49,58,70,0.2,1015
2015-12-03 22:00:00,Blizzard,-3,-10,32,NW,49,58,70,0.2,1015
2015-12-03 23:00:00,Blizzard,-3,-10,32,NW,49,58,70,0.2,1015
2015-12-04 00:00:00,Blizzard,-2,-9,31,NW,47,56,70,0.2,1015
2015-12-04 01:00:00,Blizzard,-2,-9,31,NW,47,56,70,0.2,1015
2015-12-04 02:00:00,Blizzard,-2,-9,31,NW,47,56,70,0.2,1015
2015-12-04 03:00:00,Blizzard,-2,-9,29,NW,43,54,69,0.2,1016
2015-12-04 04:00:00,Blizzard,-2,-9,29,NW,43,54,69,0.2,1016
2015-12-04 05:00:00,Blizzard,-2,-9,29,NW,43,54,69,0.2,1016
2015-12-04 06:00:00,Blizzard,-2,-8,26,WNW,40,51,68,0.1,1016
2015-12-04 07:00:00,Blizzard,-2,-8,26,WNW,40,51,68,0.1,1016
2015-12-04 08:00:00,Blizzard,-2,-8,26,WNW,40,51,68,0.1,1016
2015-12-04 09:00:00,Blizzard,-1,-7,23,WNW,35,48,66,0.1,1017
2015-12-04 10:00:00,Blizzard,-1,-7,23,WNW,35,48,66,0.1,1017
2015-12-04 11:00:00,Blizzard,-1,-7,23,WNW,35,48,66,0.1,1017
2015-12-04 12:00:00,Blizzard,0,-4,18,WNW,26,42,64,0.1,1019
2015-12-04 13:00:00,Blizzard,0,-4,18,WNW,26,42,64,0.1,1019
2015-12-04 14:00:00,Blizzard,0,-4,18,WNW,26,42,64,0.1,1019
2015-12-04 15:00:00,Partly cloudy,1,0,8,W,9,30,59,0.0,1021
2015-12-04 16:00:00,Partly cloudy,1,0,8,W,9,30,59,0.0,1021
2015-12-04 17:00:00,Partly cloudy,1,0,8,W,9,30,59,0.0,1021
2015-12-04 18:00:00,Partly cloudy,1,-2,10,WNW,17,47,73,0.0,1022
2015-12-04 19:00:00,Partly cloudy,1,-2,10,WNW,17,47,73,0.0,1022
2015-12-04 20:00:00,Partly cloudy,1,-2,10,WNW,17,47,73,0.0,1022
2015-12-04 21:00:00,Partly cloudy,-1,-1,4,NNE,8,48,72,0.0,1023
2015-12-04 22:00:00,Partly cloudy,-1,-1,4,NNE,8,48,72,0.0,1023
2015-12-04 23:00:00,Partly cloudy,-1,-1,4,NNE,8,48,72,0.0,1023
2015-12-05 00:00:00,Cloudy,1,1,5,WNW,10,85,74,0.0,1022
2015-12-05 01:00:00,Cloudy,1,1,5,WNW,10,85,74,0.0,1022
2015-12-05 02:00:00,Cloudy,1,1,5,WNW,10,85,74,0.0,1022
2015-12-05 03:00:00,Cloudy,2,0,8,WNW,15,79,79,0.0,1022
2015-12-05 04:00:00,Cloudy,2,0,8,WNW,15,79,79,0.0,1022
2015-12-05 05:00:00,Cloudy,2,0,8,WNW,15,79,79,0.0,1022
2015-12-05 06:00:00,Partly cloudy,2,-1,15,WNW,30,35,79,0.0,1022
2015-12-05 07:00:00,Partly cloudy,2,-1,15,WNW,30,35,79,0.0,1022
2015-12-05 08:00:00,Partly cloudy,2,-1,15,WNW,30,35,79,0.0,1022
2015-12-05 09:00:00,Sunny,3,1,13,NW,19,6,77,0.0,1024
2015-12-05 10:00:00,Sunny,3,1,13,NW,19,6,77,0.0,1024
2015-12-05 11:00:00,Sunny,3,1,13,NW,19,6,77,0.0,1024
2015-12-05 12:00:00,Sunny,5,1,22,NW,31,3,62,0.0,1024
2015-12-05 13:00:00,Sunny,5,1,22,NW,31,3,62,0.0,1024
2015-12-05 14:00:00,Sunny,5,1,22,NW,31,3,62,0.0,1024
2015-12-05 15:00:00,Partly cloudy,4,1,18,NW,27,32,62,0.0,1024
2015-12-05 16:00:00,Partly cloudy,4,1,18,NW,27,32,62,0.0,1024
2015-12-05 17:00:00,Partly cloudy,4,1,18,NW,27,32,62,0.0,1024
2015-12-05 18:00:00,Cloudy,1,-3,15,NW,27,71,68,0.0,1026
2015-12-05 19:00:00,Cloudy,1,-3,15,NW,27,71,68,0.0,1026
2015-12-05 20:00:00,Cloudy,1,-3,15,NW,27,71,68,0.0,1026
2015-12-05 21:00:00,Overcast,0,-3,7,NW,13,95,66,0.0,1028
2015-12-05 22:00:00,Overcast,0,-3,7,NW,13,95,66,0.0,1028
2015-12-05 23:00:00,Overcast,0,-3,7,NW,13,95,66,0.0,1028
2015-12-06 00:00:00,Cloudy,-1,-3,7,NNW,12,78,59,0.0,1029
2015-12-06 01:00:00,Cloudy,-1,-3,7,NNW,12,78,59,0.0,1029
2015-12-06 02:00:00,Cloudy,-1,-3,7,NNW,12,78,59,0.0,1029
2015-12-06 03:00:00,Partly cloudy,-1,-2,4,NE,6,42,59,0.0,1028
2015-12-06 04:00:00,Partly cloudy,-1,-2,4,NE,6,42,59,0.0,1028
2015-12-06 05:00:00,Partly cloudy,-1,-2,4,NE,6,42,59,0.0,1028
2015-12-06 06:00:00,Partly cloudy,-1,-1,3,N,5,62,57,0.0,1028
2015-12-06 07:00:00,Partly cloudy,-1,-1,3,N,5,62,57,0.0,1028
2015-12-06 08:00:00,Partly cloudy,-1,-1,3,N,5,62,57,0.0,1028
2015-12-06 09:00:00,Sunny,0,2,3,N,3,4,48,0.0,1029
2015-12-06 10:00:00,Sunny,0,2,3,N,3,4,48,0.0,1029
2015-12-06 11:00:00,Sunny,0,2,3,N,3,4,48,0.0,1029
2015-12-06 12:00:00,Sunny,2,3,3,W,4,7,40,0.0,1029
2015-12-06 13:00:00,Sunny,2,3,3,W,4,7,40,0.0,1029
2015-12-06 14:00:00,Sunny,2,3,3,W,4,7,40,0.0,1029
2015-12-06 15:00:00,Sunny,3,4,2,NW,3,15,48,0.0,1028
2015-12-06 16:00:00,Sunny,3,4,2,NW,3,15,48,0.0,1028
2015-12-06 17:00:00,Sunny,3,4,2,NW,3,15,48,0.0,1028
2015-12-06 18:00:00,Partly cloudy,-1,0,3,N,5,29,54,0.0,1029
2015-12-06 19:00:00,Partly cloudy,-1,0,3,N,5,29,54,0.0,1029
2015-12-06 20:00:00,Partly cloudy,-1,0,3,N,5,29,54,0.0,1029
2015-12-06 21:00:00,Clear,-2,-1,1,NW,2,24,52,0.0,1030
2015-12-06 22:00:00,Clear,-2,-1,1,NW,2,24,52,0.0,1030
2015-12-06 23:00:00,Clear,-2,-1,1,NW,2,24,52,0.0,1030
2015-12-07 00:00:00,Partly cloudy,-1,-2,4,NNE,9,44,51,0.0,1030
2015-12-07 01:00:00,Partly cloudy,-1,-2,4,NNE,9,44,51,0.0,1030
2015-12-07 02:00:00,Partly cloudy,-1,-2,4,NNE,9,44,51,0.0,1030
2015-12-07 03:00:00,Clear,-2,0,4,N,6,5,60,0.0,1030
2015-12-07 04:00:00,Clear,-2,0,4,N,6,5,60,0.0,1030
2015-12-07 05:00:00,Clear,-2,0,4,N,6,5,60,0.0,1030
2015-12-07 06:00:00,Sunny,-2,2,5,NNE,6,0,56,0.0,1031
2015-12-07 07:00:00,Sunny,-2,2,5,NNE,6,0,56,0.0,1031
2015-12-07 08:00:00,Sunny,-2,2,5,NNE,6,0,56,0.0,1031
2015-12-07 09:00:00,Sunny,0,2,5,NNE,5,3,58,0.0,1031
2015-12-07 10:00:00,Sunny,0,2,5,NNE,5,3,58,0.0,1031
2015-12-07 11:00:00,Sunny,0,2,5,NNE,5,3,58,0.0,1031
2015-12-07 12:00:00,Sunny,3,5,3,NNE,3,13,47,0.0,1031
2015-12-07 13:00:00,Sunny,3,5,3,NNE,3,13,47,0.0,1031
2015-12-07 14:00:00,Sunny,3,5,3,NNE,3,13,47,0.0,1031
2015-12-07 15:00:00,Partly cloudy,4,5,3,W,5,46,61,0.0,1030
2015-12-07 16:00:00,Partly cloudy,4,5,3,W,5,46,61,0.0,1030
2015-12-07 17:00:00,Partly cloudy,4,5,3,W,5,46,61,0.0,1030
2015-12-07 18:00:00,Partly cloudy,0,0,3,NW,6,58,66,0.0,1030
2015-12-07 19:00:00,Partly cloudy,0,0,3,NW,6,58,66,0.0,1030
2015-12-07 20:00:00,Partly cloudy,0,0,3,NW,6,58,66,0.0,1030
2015-12-07 21:00:00,Partly cloudy,1,0,5,WNW,10,45,58,0.0,1032
2015-12-07 22:00:00,Partly cloudy,1,0,5,WNW,10,45,58,0.0,1032
2015-12-07 23:00:00,Partly cloudy,1,0,5,WNW,10,45,58,0.0,1032
2015-12-08 00:00:00,Partly cloudy,-1,0,2,NNW,4,28,62,0.0,1032
2015-12-08 01:00:00,Partly cloudy,-1,0,2,NNW,4,28,62,0.0,1032
2015-12-08 02:00:00,Partly cloudy,-1,0,2,NNW,4,28,62,0.0,1032
2015-12-08 03:00:00,Clear,-1,1,1,NNW,3,12,63,0.0,1032
2015-12-08 04:00:00,Clear,-1,1,1,NNW,3,12,63,0.0,1032
2015-12-08 05:00:00,Clear,-1,1,1,NNW,3,12,63,0.0,1032
2015-12-08 06:00:00,Sunny,-1,2,4,NNE,6,3,64,0.0,1032
2015-12-08 07:00:00,Sunny,-1,2,4,NNE,6,3,64,0.0,1032
2015-12-08 08:00:00,Sunny,-1,2,4,NNE,6,3,64,0.0,1032
2015-12-08 09:00:00,Sunny,2,8,3,ENE,4,0,52,0.0,1033
2015-12-08 10:00:00,Sunny,2,8,3,ENE,4,0,52,0.0,1033
2015-12-08 11:00:00,Sunny,2,8,3,ENE,4,0,52,0.0,1033
2015-12-08 12:00:00,Sunny,4,9,1,SSE,2,0,42,0.0,1033
2015-12-08 13:00:00,Sunny,4,9,1,SSE,2,0,42,0.0,1033
2015-12-08 14:00:00,Sunny,4,9,1,SSE,2,0,42,0.0,1033
2015-12-08 15:00:00,Sunny,5,10,2,SSW,2,0,51,0.0,1032
2015-12-08 16:00:00,Sunny,5,10,2,SSW,2,0,51,0.0,1032
2015-12-08 17:00:00,Sunny,5,10,2,SSW,2,0,51,0.0,1032
2015-12-08 18:00:00,Clear,0,3,2,E,4,2,65,0.0,1032
2015-12-08 19:00:00,Clear,0,3,2,E,4,2,65,0.0,1032
2015-12-08 20:00:00,Clear,0,3,2,E,4,2,65,0.0,1032
2015-12-08 21:00:00,Clear,0,2,1,ESE,3,4,65,0.0,1033
2015-12-08 22:00:00,Clear,0,2,1,ESE,3,4,65,0.0,1033
2015-12-08 23:00:00,Clear,0,2,1,ESE,3,4,65,0.0,1033
2015-12-09 00:00:00,Clear,0,4,2,E,3,2,65,0.0,1033
2015-12-09 01:00:00,Clear,0,4,2,E,3,2,65,0.0,1033
2015-12-09 02:00:00,Clear,0,4,2,E,3,2,65,0.0,1033
2015-12-09 03:00:00,Partly cloudy,0,0,4,E,9,34,64,0.0,1033
2015-12-09 04:00:00,Partly cloudy,0,0,4,E,9,34,64,0.0,1033
2015-12-09 05:00:00,Partly cloudy,0,0,4,E,9,34,64,0.0,1033
2015-12-09 06:00:00,Overcast,0,0,4,E,8,98,62,0.0,1032
2015-12-09 07:00:00,Overcast,0,0,4,E,8,98,62,0.0,1032
2015-12-09 08:00:00,Overcast,0,0,4,E,8,98,62,0.0,1032
2015-12-09 09:00:00,Overcast,3,2,5,E,9,100,49,0.0,1032
2015-12-09 10:00:00,Overcast,3,2,5,E,9,100,49,0.0,1032
2015-12-09 11:00:00,Overcast,3,2,5,E,9,100,49,0.0,1032
2015-12-09 12:00:00,Cloudy,7,6,6,ESE,8,69,45,0.0,1030
2015-12-09 13:00:00,Cloudy,7,6,6,ESE,8,69,45,0.0,1030
2015-12-09 14:00:00,Cloudy,7,6,6,ESE,8,69,45,0.0,1030
2015-12-09 15:00:00,Cloudy,8,8,4,E,6,69,63,0.0,1028
2015-12-09 16:00:00,Cloudy,8,8,4,E,6,69,63,0.0,1028
2015-12-09 17:00:00,Cloudy,8,8,4,E,6,69,63,0.0,1028
2015-12-09 18:00:00,Clear,3,3,5,ESE,11,16,79,0.0,1028
2015-12-09 19:00:00,Clear,3,3,5,ESE,11,16,79,0.0,1028
2015-12-09 20:00:00,Clear,3,3,5,ESE,11,16,79,0.0,1028
2015-12-09 21:00:00,Cloudy,4,3,6,E,14,85,82,0.0,1028
2015-12-09 22:00:00,Cloudy,4,3,6,E,14,85,82,0.0,1028
2015-12-09 23:00:00,Cloudy,4,3,6,E,14,85,82,0.0,1028
2015-12-10 00:00:00,Overcast,5,3,7,E,15,98,82,0.0,1027
2015-12-10 01:00:00,Overcast,5,3,7,E,15,98,82,0.0,1027
2015-12-10 02:00:00,Overcast,5,3,7,E,15,98,82,0.0,1027
2015-12-10 03:00:00,Overcast,5,4,5,ESE,11,100,83,0.0,1025
2015-12-10 04:00:00,Overcast,5,4,5,ESE,11,100,83,0.0,1025
2015-12-10 05:00:00,Overcast,5,4,5,ESE,11,100,83,0.0,1025
2015-12-10 06:00:00,Partly cloudy,5,4,6,E,12,60,83,0.0,1024
2015-12-10 07:00:00,Partly cloudy,5,4,6,E,12,60,83,0.0,1024
2015-12-10 08:00:00,Partly cloudy,5,4,6,E,12,60,83,0.0,1024
2015-12-10 09:00:00,Partly cloudy,7,6,7,ESE,14,58,78,0.0,1022
